Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Main Supervising District,Release type: Paroled to Detainer united,Part of Target Population,Recidivism - Return to Prison numeric
2015,2018,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Other,5JD,Special Sentence,No,1
2015,2018,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,4JD,Parole,No,1
2015,2018,American Indian or Alaska Native - Non-Hispanic,Under 25,C Felony,Violent,3JD,Discharged End of Sentence,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,5JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,8JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,55 and Older,D Felony,Public Order,3JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,8JD,Parole,No,1
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,5JD,Parole,No,1
2015,2018,Black - Non-Hispanic,25-34,D Felony,Public Order,6JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,C Felony,Violent,8JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,3JD,Parole,No,1
2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,1JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,8JD,Parole,No,1
2015,2018,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Public Order,Not Mentioned,Paroled to Detainer,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,5JD,Parole,No,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,4JD,Parole,Yes,1
2015,2018,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Public Order,3JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Violent,8JD,Parole,No,1
2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,1JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,45-54,C Felony,Drug,1JD,Parole,No,1
2015,2018,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Not Mentioned,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,3JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,6JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,45-54,Serious Misdemeanor,Public Order,7JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,5JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,25-34,C Felony,Drug,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,4JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,8JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,6JD,Parole,No,1
2015,2018,White - Non-Hispanic,35-44,C Felony,Violent,5JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,8JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,55 and Older,D Felony,Violent,5JD,Parole,No,1
2015,2018,White - Non-Hispanic,45-54,D Felony,Property,5JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,Under 25,B Felony,Violent,8JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,3JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Drug,5JD,Parole,No,1
2015,2018,Black - Non-Hispanic,45-54,D Felony,Property,4JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,4JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,2JD,Special Sentence,No,1
2015,2018,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,7JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,45-54,B Felony,Violent,1JD,Parole,Yes,1
2015,2018,White - Hispanic,35-44,D Felony,Drug,3JD,Parole,No,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Drug,8JD,Parole,No,1
2015,2018,White - Hispanic,25-34,D Felony,Property,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,B Felony,Drug,7JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Drug,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,6JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,3JD,Parole,Yes,1
2015,2018,White - Hispanic,35-44,B Felony,Drug,3JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,D Felony,Violent,8JD,Special Sentence,Yes,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,6JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,3JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,3JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,2JD,Parole,No,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,7JD,Special Sentence,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,5JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Violent,5JD,Special Sentence,Yes,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,4JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,4JD,Parole,No,1
2015,2018,Asian or Pacific Islander - Non-Hispanic,25-34,D Felony,Public Order,3JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,5JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,1JD,Parole,Yes,1
2015,2018,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Public Order,6JD,Parole,No,1
2015,2018,White - Non-Hispanic,Under 25,D Felony,Public Order,Not Mentioned,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,5JD,Parole,No,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Violent,5JD,Special Sentence,Yes,1
2015,2018,Black - Non-Hispanic,35-44,D Felony,Property,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,45-54,D Felony,Property,1JD,Parole,No,1
2015,2018,Black - Non-Hispanic,25-34,C Felony,Drug,4JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,3JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,35-44,D Felony,Public Order,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,4JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,25-34,Special Sentence 2005,Violent,3JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,B Felony,Drug,5JD,Parole,No,1
2015,2018,American Indian or Alaska Native - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,5JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,5JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,25-34,D Felony,Drug,Not Mentioned,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,6JD,Parole,Yes,1
2015,2018,American Indian or Alaska Native - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,2JD,Discharged End of Sentence,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,6JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Not Mentioned,Special Sentence,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,6JD,Discharged End of Sentence,No,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,4JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,8JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,4JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,2JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,3JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,5JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,45-54,D Felony,Public Order,2JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,45-54,C Felony,Property,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,5JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,1JD,Parole,No,1
2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,B Felony,Drug,5JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,Serious Misdemeanor,Violent,3JD,Special Sentence,Yes,1
2015,2018,White - Non-Hispanic,25-34,B Felony,Drug,2JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,3JD,Discharged End of Sentence,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,3JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,4JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,1JD,Discharged End of Sentence,Yes,1
2015,2018,White - Non-Hispanic,35-44,Special Sentence 2005,Violent,2JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,3JD,Parole,No,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,3JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,6JD,Parole,No,1
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,6JD,Parole,No,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Drug,4JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,Serious Misdemeanor,Drug,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,7JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,6JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,2JD,Parole,No,1
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,6JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Drug,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,8JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,6JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Drug,5JD,Paroled to Detainer,Yes,1
2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,8JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,2JD,Parole,Yes,1
2015,2018,White - Hispanic,35-44,D Felony,Public Order,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,3JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,2JD,Parole,No,1
2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,1JD,Parole,No,1
2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,4JD,Parole,Yes,1
2015,2018,White - Hispanic,Under 25,D Felony,Drug,3JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,8JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,5JD,Discharged End of Sentence,No,1
2015,2018,White - Hispanic,25-34,Aggravated Misdemeanor,Public Order,5JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,3JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,3JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,B Felony,Drug,1JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Other,5JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,8JD,Paroled to Detainer,No,1
2015,2018,White - Non-Hispanic,45-54,D Felony,Public Order,3JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,3JD,Parole,No,1
2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,1JD,Discharged End of Sentence,Yes,1
2015,2018,White - Non-Hispanic,35-44,C Felony,Property,6JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,D Felony,Public Order,8JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,4JD,Parole,No,1
2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,45-54,C Felony,Property,7JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Drug,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,Special Sentence 2005,Violent,5JD,Special Sentence,Yes,1
2015,2018,White - Non-Hispanic,35-44,B Felony,Drug,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,8JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,25-34,D Felony,Violent,6JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,3JD,Discharged End of Sentence,Yes,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,5JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,5JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Not Mentioned,Discharged End of Sentence,Yes,1
2015,2018,White - Non-Hispanic,25-34,Serious Misdemeanor,Violent,2JD,Discharged End of Sentence,Yes,1
2015,2018,American Indian or Alaska Native - Non-Hispanic,25-34,C Felony,Property,6JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,5JD,Parole,No,1
2015,2018,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Drug,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,7JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,55 and Older,C Felony,Drug,5JD,Parole,Yes,1
2015,2018,White - Hispanic,25-34,D Felony,Property,4JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,3JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,4JD,Parole,No,1
2015,2018,Black - Non-Hispanic,25-34,C Felony,Drug,8JD,Parole,No,1
2015,2018,Asian or Pacific Islander - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,8JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,5JD,Special Sentence,No,1
2015,2018,Black - Non-Hispanic,45-54,D Felony,Property,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,5JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,2JD,Special Sentence,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,5JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,5JD,Discharged End of Sentence,No,1
2015,2018,White - Non-Hispanic,Under 25,D Felony,Violent,4JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,1JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,2JD,Parole,No,1
2015,2018,White - Non-Hispanic,55 and Older,D Felony,Public Order,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,7JD,Special Sentence,No,1
2015,2018,Black - Non-Hispanic,25-34,D Felony,Violent,6JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,4JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,45-54,D Felony,Violent,7JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,8JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,1JD,Special Sentence,Yes,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,8JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,5JD,Parole,No,1
2015,2018,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Property,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Not Mentioned,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,1JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,1JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Drug,1JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Property,6JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,4JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,8JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,2JD,Parole,Yes,1
2015,2018,American Indian or Alaska Native - Non-Hispanic,25-34,C Felony,Violent,3JD,Special Sentence,No,1
2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,3JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,1JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,2JD,Parole,No,1
2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,5JD,Discharged End of Sentence,Yes,1
2015,2018,White - Non-Hispanic,25-34,B Felony,Drug,1JD,Parole,No,1
2015,2018,Black - Non-Hispanic,45-54,B Felony,Drug,5JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,35-44,D Felony,Violent,5JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,5JD,Special Sentence,Yes,1
2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,1JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,5JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,5JD,Paroled to Detainer,No,1
2015,2018,Black - Non-Hispanic,35-44,D Felony,Drug,1JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,6JD,Parole,No,1
2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,6JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,2JD,Parole,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,4JD,Paroled to Detainer,Yes,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Drug,8JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,7JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,6JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,2JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,2JD,Discharged End of Sentence,Yes,1
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,5JD,Special Sentence,No,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,C Felony,Property,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,Under 25,C Felony,Drug,1JD,Parole,No,1
2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,8JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,3JD,Parole,No,1
2015,2018,White - Non-Hispanic,45-54,D Felony,Property,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,5JD,Parole,Yes,1
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,5JD,Parole,Yes,1
2015,2018,Asian or Pacific Islander - Non-Hispanic,25-34,D Felony,Property,5JD,Parole,Yes,1
2015,2018,White - Hispanic,Under 25,D Felony,Drug,8JD,Parole,Yes,1
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,5JD,Parole,Yes,1
